Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Earring design (product.metafields.shopify.earring-design),Fabric (product.metafields.shopify.fabric),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Neckline (product.metafields.shopify.neckline),Ring design (product.metafields.shopify.ring-design),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Australia,Price / Australia,Compare At Price / Australia,Included / Canada,Price / Canada,Compare At Price / Canada,Included / Europe,Price / Europe,Compare At Price / Europe,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Included / New Zealand,Price / New Zealand,Compare At Price / New Zealand,Included / Russia,Price / Russia,Compare At Price / Russia,Included / Singapore,Price / Singapore,Compare At Price / Singapore,Included / UAE,Price / UAE,Compare At Price / UAE,Included / US Outlying Islands,Price / US Outlying Islands,Compare At Price / US Outlying Islands,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
salt-on-skin-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/the-elara-dress-1744510.jpg?v=1753218811,3,The Elara Dress - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-on-skin-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/the-elara-dress-3025331.jpg?v=1753218810,4,The Elara Dress - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-on-skin-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/the-elara-dress-2993693.jpg?v=1753218811,5,The Elara Dress - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-on-skin-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-salt-on-skin-9172703.jpg?v=1771289645,6,Linen Maxi Dress - Salt on Skin - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-whisper-linen-kaftan-style-dress,Linen Kaftan Style Dress,"<p>A soft white touched by coastal air. This piece carries the quiet brightness of sunlit stone and the lightness of sea breeze against skin. The fabric moves gently with the body — breathable, weightless, composed.</p>",SALT WHISPER,Apparel & Accessories > Clothing > Dresses,Dress,"",true,Size,one-size,product.metafields.shopify.size,,,,,,,MK-SEA-359-ONE-DRE-25,0.0,shopify,1,deny,manual,198.00,129.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-sea-breeze-3489965.jpg?v=1771289647,1,Linen Maxi Dress - Sea breeze - DressMAZONKIKI,false,,,2271,,adult,,,,,,,,,,,adults,,,white,,caftan,,linen,,,,,,one-size,maxi,short,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
salt-whisper-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-sea-breeze-7911540.jpg?v=1771289647,2,Linen Maxi Dress - Sea breeze - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-whisper-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/seashell-veil-6463196.jpg?v=1771276297,3,Seashell Veil - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-whisper-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/seashell-veil-1918795.jpg?v=1771276297,4,Seashell Veil - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-whisper-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/white-drop-stone-necklace-9805146.jpg?v=1771276297,5,White Drop Stone Necklace - NecklaceMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-whisper-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/white-drop-stone-necklace-8356981.jpg?v=1771276297,6,White Drop Stone Necklace - NecklaceMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-whisper-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-sea-breeze-6665623.jpg?v=1771289648,7,Linen Maxi Dress - Sea breeze - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-whisper-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-sea-breeze-5190410.jpg?v=1771289647,8,Linen Maxi Dress - Sea breeze - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-whisper-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/htrdeemfh324860.jpg?v=1771276202,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,Linen Kaftan Style Dress,"<p data-end=""1035"" data-start=""983"">A washed lavender tone softened by sunlight and air.</p>
<p data-end=""1249"" data-start=""1037"">This Linen Kaftan Style dress carries the quiet romance of Mediterranean mornings and the calm of stone terraces warmed by light. The linen feels breathable and fluid — structured by nature, softened by movement.</p>",LILAC HAZE,Apparel & Accessories > Clothing > Dresses,Dress,"",true,Size,one-size,product.metafields.shopify.size,,,,,,,MK-LAV-350-ONE-DRE-25,0.0,shopify,1,deny,manual,198.00,138.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/lavande-soleil-6207415.jpg?v=1771280887,1,Lavande Soleil - DressMAZONKIKI,false,,,2271,,,,,,,,,,,,,,,,purple,everyday,caftan,,linen,,,,v-neck,,one-size,,3-4,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-lilac-haze-7982056.jpg?v=1771289652,2,Linen Maxi Dress - Lilac Haze - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-lilac-haze-2803043.jpg?v=1771289652,3,Linen Maxi Dress - Lilac Haze - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/lavande-soleil-7439352.jpg?v=1771280879,4,Lavande Soleil - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-lilac-haze-1910204.jpg?v=1771289653,5,Linen Maxi Dress - Lilac Haze - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/lavande-soleil-4418078.jpg?v=1771280879,6,Lavande Soleil - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-lilac-haze-7310876.jpg?v=1771289652,7,Linen Maxi Dress - Lilac Haze - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/lavande-soleil-1411628.jpg?v=1771280879,8,Lavande Soleil - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/lavande-soleil-4368992.jpg?v=1771280879,9,Lavande Soleil - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/lavande-soleil-4126658.jpg?v=1771280879,10,Lavande Soleil - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-lilac-haze-2113816.jpg?v=1771289652,11,Linen Maxi Dress - Lilac Haze - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-lilac-haze-5319272.jpg?v=1771289653,12,Linen Maxi Dress - Lilac Haze - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-lilac-haze-7040361.jpg?v=1771289654,13,Linen Maxi Dress - Lilac Haze - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-lilac-haze-2733674.jpg?v=1771289653,14,Linen Maxi Dress - Lilac Haze - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-haze-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/linen-maxi-dress-lilac-haze-2846053.jpg?v=1771289652,15,Linen Maxi Dress - Lilac Haze - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sahara-cloud-cotton-gauze-volume-blouse,Cotton Gauze  Volume Blouse,"<p style=""text-align: center;"" data-end=""370"" data-start=""221""> SAHARA CLOUD</p>
<p style=""text-align: left;"" data-end=""370"" data-start=""221""><meta charset=""utf-8"">This piece is built from air and light.<br data-end=""464"" data-start=""461"">The fabric does not sit on the body — it hovers.<br data-end=""515"" data-start=""512"">Movement gives it shape. Stillness gives it depth.</p>
<p style=""text-align: left;"" data-start=""263"" data-end=""455""> </p>
<p style=""text-align: left;"" data-end=""1826"" data-start=""1775""> </p>",SAHARA CLOUD,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouse,"",true,Size,s,product.metafields.shopify.size,,,,,,,MK-CRU-344-S-BLO-25,0.0,shopify,2,deny,manual,165.00,78.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/crushed-clay-blouse-7441011.jpg?v=1771287786,1,Crushed Clay Blouse - BlouseMAZONKIKI,false,,,212,,,,,,,,,,,,,,,,brown; beige,,,,,,,,round,,s; m; l,,long,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
sahara-cloud-cotton-gauze-volume-blouse,,,,,,,,,m,,,,,,,,MK-CRU-343-M-BLO-25,0.0,shopify,2,deny,manual,165.00,78.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/crushed-clay-blouse-1280533.jpg?v=1771287854,2,Crushed Clay Blouse - BlouseMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sahara-cloud-cotton-gauze-volume-blouse,,,,,,,,,l,,,,,,,,MK-CRU-342-L-BLO-25,0.0,shopify,2,deny,manual,165.00,78.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/crushed-clay-blouse-7888348.jpg?v=1771287854,3,Crushed Clay Blouse - BlouseMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sahara-cloud-cotton-gauze-volume-blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/crushed-clay-blouse-6573279.jpg?v=1753218812,4,Crushed Clay Blouse - BlouseMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sahara-cloud-cotton-gauze-volume-blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/crushed-clay-blouse-7065041.jpg?v=1753218812,5,Crushed Clay Blouse - BlouseMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoky-mushroom-cotton-gauze-blouse,Cotton Gauze Blouse,"<p data-end=""766"" data-start=""669"">A smoky taupe softened by light.<br data-end=""704"" data-start=""701"">Not grey, not brown — but earth-toned depth with quiet warmth.</p>
<p data-end=""853"" data-start=""768"">The fabric moves like air through cotton gauze.<br data-end=""818"" data-start=""815"">Textural. Fluid. Effortlessly soft.</p>
<p data-end=""969"" data-start=""855"">Structure appears only where it is needed —<br data-end=""901"" data-start=""898"">in the collar, in the yoke, in the quiet architecture of the sleeve.</p>
<p data-end=""1058"" data-start=""971"">Light touches the surface and the fabric responds, creating movement rather than shine.</p>",SMOKY MUSHROOM,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouse,"",true,Size,s,product.metafields.shopify.size,,,,,,,MK-EAR-348-S-BLO-25,0.0,shopify,2,deny,manual,138.00,78.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/cotton-gauze-blouse-romantic-whisper-9369664.jpg?v=1771289649,1,Cotton Gauze Blouse - Romantic Whisper - BlouseMAZONKIKI,false,,,212,,,,,,,,,,,,,,,,brown,,,,cotton,,,,round,,s; m; l,,long,,medium,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
smoky-mushroom-cotton-gauze-blouse,,,,,,,,,m,,,,,,,,MK-EAR-347-M-BLO-25,0.0,shopify,2,deny,manual,138.00,78.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/cotton-gauze-blouse-romantic-whisper-9655245.jpg?v=1771289649,2,Cotton Gauze Blouse - Romantic Whisper - BlouseMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoky-mushroom-cotton-gauze-blouse,,,,,,,,,l,,,,,,,,MK-EAR-346-L-BLO-25,0.0,shopify,2,deny,manual,138.00,78.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/cotton-gauze-blouse-romantic-whisper-2325143.jpg?v=1771289649,3,Cotton Gauze Blouse - Romantic Whisper - BlouseMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoky-mushroom-cotton-gauze-blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/cotton-gauze-blouse-romantic-whisper-3196184.jpg?v=1771289649,4,Cotton Gauze Blouse - Romantic Whisper - BlouseMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoky-mushroom-cotton-gauze-blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/earthen-whisper-blouse-1308776.jpg?v=1771287355,5,Earthen Whisper Blouse - BlouseMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoky-mushroom-cotton-gauze-blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/cotton-gauze-blouse-romantic-whisper-6232325.jpg?v=1771289649,6,Cotton Gauze Blouse - Romantic Whisper - BlouseMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoky-mushroom-cotton-gauze-blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/cotton-gauze-blouse-romantic-whisper-6566222.jpg?v=1771289650,7,Cotton Gauze Blouse - Romantic Whisper - BlouseMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoky-mushroom-cotton-gauze-blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/earthen-whisper-blouse-7434327.jpg?v=1771287355,8,Earthen Whisper Blouse - BlouseMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-calm-linen-kaftan-style-dress,Linen Kaftan Style Dress,"<p data-end=""705"" data-start=""636"">Deep black like Mediterranean midnight.<br data-end=""678"" data-start=""675"">Quiet, grounded, and fluid.</p>
<p data-end=""938"" data-start=""707"">Crafted from 100% organic linen, this kaftan dress moves with calm structure and effortless softness. The relaxed silhouette drapes naturally away from the body while subtle architectural lines bring quiet refinement to the design.</p>
<p data-end=""1037"" data-start=""940"">Minimalism with depth.<br data-end=""965"" data-start=""962"">A piece that moves easily between coastal calm and modern city elegance.</p>
<p data-end=""511"" data-start=""295""><img style=""text-align: center; font-size: 0.875rem;""><img style=""text-align: center; font-size: 0.875rem;""></p>",MIDNIGHT CALM,Apparel & Accessories > Clothing > Dresses,Dress,"dress, dresses, elegance, kaftan style, LOUNGE",true,Size,one-size,product.metafields.shopify.size,,,,,,,MK-NOI-352-ONE-DRE-25,0.0,shopify,2,deny,manual,210.00,129.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/noir-dune-dress-2167772.jpg?v=1771288119,1,Noir Dune Dress - DressMAZONKIKI,false,,,2271,,,,,,,,,,,,,,,,black,,caftan,,linen,,,,v-neck,,one-size,maxi,3-4,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
midnight-calm-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/noir-dune-dress-6732481.jpg?v=1771288119,2,Noir Dune Dress - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-calm-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/noir-dune-dress-6161466.jpg?v=1771288119,3,Noir Dune Dress - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-calm-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/noir-dune-dress-2634074.jpg?v=1771288119,4,Noir Dune Dress - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-calm-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/noir-dune-dress-5559759.jpg?v=1771288119,5,Noir Dune Dress - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-calm-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/noir-dune-dress-9393301.jpg?v=1771288119,6,Noir Dune Dress - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-calm-linen-kaftan-style-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/noir-dune-dress-5757448.jpg?v=1771288119,7,Noir Dune Dress - DressMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olive-dusk-linen-kaftan-style-dress,Linen Kaftan  Style Dress,"<p style=""text-align: left;"">There is a quiet calm in softened linen.<br data-end=""439"" data-start=""436"">The silhouette moves freely, carrying the ease of warm air and open space.<br data-end=""516"" data-start=""513"">Light settles across the surface, revealing the natural texture of organic linen.</p>",OLIVE DUSK,Apparel & Accessories > Clothing > Dresses,Dress,"",true,Size,one-size,product.metafields.shopify.size,,,,,,,MK-ZEP-362-ONE-DRE-25,0.0,shopify,1,deny,manual,179.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/htrdeemfh324520.jpg?v=1771278324,1,"",false,,,2271,,adult,,,,,,,,,,,adults,,,green,casual; everyday,caftan,,linen,,,,v-neck,,one-size,maxi,long,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
